ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol,ofi_best_level,multi_level_ofi,integrated_ofi
2024-10-21T12:12:50.641720668Z,2024-10-21T12:12:50.641554545Z,10,2,38,A,B,0,233.77,200,130,166123,12356008,233.77,234.0,200,154,1,7,233.71,234.01,26,200,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,71,0.22775876817792984,-0.002939990239272616
2024-10-21T12:12:50.682530531Z,2024-10-21T12:12:50.682363924Z,10,2,38,C,A,1,234.01,200,130,166607,12356017,233.77,234.0,200,154,1,7,233.71,234.13,26,430,1,2,233.7,234.17,1200,1,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,233.4,234.89,110,2,2,2,233.39,235.0,10,213,1,6,AAPL,284,0.9207302489968376,-0.011885109700536458
2024-10-21T12:12:50.682542775Z,2024-10-21T12:12:50.682376586Z,10,2,38,A,A,1,234.06,400,130,166189,12356018,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,282,0.9289376510905082,-0.011991053731750774
2024-10-21T12:12:50.736679110Z,2024-10-21T12:12:50.736513051Z,10,2,38,C,B,0,233.77,200,130,166059,12356039,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,172,0.5740166865315852,-0.0074096091627264115
2024-10-21T12:12:50.837873116Z,2024-10-21T12:12:50.837707032Z,10,2,38,A,B,0,233.77,200,130,166084,12356086,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,182,0.6168348028702306,-0.007962320459449411
2024-10-21T12:12:50.886653895Z,2024-10-21T12:12:50.886487788Z,10,2,38,C,B,0,233.77,200,130,166107,12356099,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,72,0.24710261622534915,-0.003189687429437242
2024-10-21T12:12:50.986944410Z,2024-10-21T12:12:50.986777714Z,10,2,38,A,B,0,233.77,200,130,166696,12356148,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,82,0.28566150273151936,-0.0036874190903180195
2024-10-21T12:12:51.039503151Z,2024-10-21T12:12:51.039337327Z,10,2,38,C,B,0,233.77,200,130,165824,12356173,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-28,-0.09872904770676,0.0012744292521102672
2024-10-21T12:12:51.148063732Z,2024-10-21T12:12:51.147897247Z,10,2,38,A,B,0,233.77,200,130,166485,12356223,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-18,-0.0643956333026437,0.0008312414704212328
2024-10-21T12:12:51.221545416Z,2024-10-21T12:12:51.221379329Z,10,2,38,C,B,0,233.77,200,130,166087,12356261,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-128,-0.46329372885356834,0.005980358304720109
2024-10-21T12:12:51.330104268Z,2024-10-21T12:12:51.329937404Z,10,2,38,A,B,0,233.77,200,130,166864,12356295,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-331,-1.2079014173894649,0.01559201608587161
2024-10-21T12:12:51.374577807Z,2024-10-21T12:12:51.374411634Z,10,2,38,C,B,0,233.77,200,130,166173,12356317,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-441,-1.6278211347816915,0.021012487404221902
2024-10-21T12:12:51.475205660Z,2024-10-21T12:12:51.475039269Z,10,2,38,A,B,0,233.77,200,130,166391,12356344,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-429,-1.5602920332682588,0.020140798024688367
2024-10-21T12:12:51.507242100Z,2024-10-21T12:12:51.507076220Z,10,2,38,C,B,0,233.77,200,130,165880,12356356,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-539,-1.9832555659245434,0.025600559980400592
2024-10-21T12:12:51.709392937Z,2024-10-21T12:12:51.709226597Z,10,2,38,A,B,0,233.77,200,130,166340,12356415,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-629,-2.2877009065867946,0.029530447453447514
2024-10-21T12:12:52.481412276Z,2024-10-21T12:12:52.481246232Z,10,2,38,C,B,0,233.77,200,130,166044,12356788,233.71,234.0,26,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-739,-2.687775786911989,0.034694754639265045
2024-10-21T12:12:52.583011665Z,2024-10-21T12:12:52.582845276Z,10,2,38,A,B,0,233.77,200,130,166389,12356899,233.77,234.0,200,154,1,7,233.71,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-729,-2.6895334848282313,0.03471744362181743
2024-10-21T12:12:53.923027418Z,2024-10-21T12:12:53.922861024Z,10,2,38,C,B,1,233.71,26,130,166394,12357591,233.77,234.0,200,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-839,-3.130847349201695,0.040414078109671965
2024-10-21T12:12:53.923129817Z,2024-10-21T12:12:53.922963386Z,10,2,38,A,B,1,233.76,27,130,166431,12357592,233.77,234.0,200,154,1,7,233.76,234.06,27,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-829,-3.1367209358096404,0.04048989643023556
2024-10-21T12:12:59.629031962Z,2024-10-21T12:12:59.628865467Z,10,2,38,A,B,0,233.78,200,130,166495,12361324,233.78,234.0,200,154,1,7,233.76,234.06,27,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-829,-3.1798833275618654,0.04104705175501352
2024-10-21T12:12:59.643903867Z,2024-10-21T12:12:59.643737494Z,10,2,38,A,B,1,233.77,26,130,166373,12361417,233.78,234.0,200,154,1,7,233.77,234.06,26,400,1,1,233.76,234.13,27,430,1,2,233.7,234.17,1200,1,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,233.4,234.89,110,2,2,2,AAPL,-719,-2.7879319044963213,0.035987605010985274
2024-10-21T12:12:59.691792264Z,2024-10-21T12:12:59.691625988Z,10,2,38,C,B,2,233.76,27,130,166276,12361539,233.78,234.0,200,154,1,7,233.77,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-729,-2.864516129032258,0.03697618110146543
2024-10-21T12:12:59.691815700Z,2024-10-21T12:12:59.691649558Z,10,2,38,C,B,1,233.77,26,130,166142,12361540,233.78,234.0,200,154,1,7,233.7,234.06,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-839,-3.3313921168965246,0.04300278046469782
2024-10-21T12:12:59.691888302Z,2024-10-21T12:12:59.691721965Z,10,2,38,A,B,1,233.77,26,130,166337,12361541,233.78,234.0,200,154,1,7,233.77,234.06,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-829,-3.334515335150441,0.04304309606376384
2024-10-21T12:13:11.883895663Z,2024-10-21T12:13:11.883729412Z,10,2,38,C,A,1,234.06,400,130,166251,12371151,233.78,234.0,200,154,1,7,233.77,234.13,26,430,1,2,233.7,234.17,1200,1,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,233.4,234.89,110,2,2,2,233.39,235.0,10,213,1,6,AAPL,13,0.3556771545827634,-0.00459120573566094
2024-10-21T12:13:11.920775720Z,2024-10-21T12:13:11.920609443Z,10,2,38,A,A,1,234.06,200,130,166277,12371429,233.78,234.0,200,154,1,7,233.77,234.06,26,200,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,11,0.32570659488559894,-0.00420433521611912
2024-10-21T12:13:11.948803197Z,2024-10-21T12:13:11.948637105Z,10,2,38,A,A,1,234.06,200,130,166092,12371519,233.78,234.0,200,154,1,7,233.77,234.06,26,400,1,2,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,11,0.34966887417218545,-0.004513648740146667
2024-10-21T12:13:21.543158873Z,2024-10-21T12:13:21.542992246Z,10,2,38,C,A,1,234.06,200,130,166627,12379437,233.78,234.0,200,154,1,7,233.77,234.06,26,200,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,211,6.517374517374518,-0.08412856119680177
2024-10-21T12:13:21.543168132Z,2024-10-21T12:13:21.543002194Z,10,2,38,C,A,1,234.06,200,130,165938,12379438,233.78,234.0,200,154,1,7,233.77,234.13,26,430,1,2,233.7,234.17,1200,1,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,233.4,234.89,110,2,2,2,233.39,235.0,10,213,1,6,AAPL,424,8.79668049792531,-0.1135506439940707
2024-10-21T12:13:21.543179396Z,2024-10-21T12:13:21.543013145Z,10,2,38,A,A,1,234.08,400,130,166251,12379439,233.78,234.0,200,154,1,7,233.77,234.08,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,422,10.25101214574899,-0.1323236681172368
2024-10-21T12:13:21.617302321Z,2024-10-21T12:13:21.617135979Z,10,2,38,C,B,1,233.77,26,130,166342,12379657,233.78,234.0,200,154,1,7,233.7,234.08,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,312,7.207920792079208,-0.09304237524505753
2024-10-21T12:13:21.617386770Z,2024-10-21T12:13:21.617220419Z,10,2,38,A,B,1,233.72,26,130,166351,12379659,233.78,234.0,200,154,1,7,233.72,234.08,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,322,8.336569579288026,-0.10761137052241407
2024-10-21T12:13:22.557998386Z,2024-10-21T12:13:22.557831797Z,10,2,38,A,A,1,234.07,400,130,166589,12380655,233.78,234.0,200,154,1,7,233.72,234.07,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,322,9.2,-0.11875683389794979
2024-10-21T12:13:25.372097284Z,2024-10-21T12:13:25.371930587Z,10,2,38,A,B,0,233.79,200,130,166697,12382998,233.79,234.0,200,154,1,7,233.72,234.07,26,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,322,10.031152647975077,-0.1294856444370169
2024-10-21T12:13:25.495708682Z,2024-10-21T12:13:25.495542627Z,10,2,38,C,B,1,233.72,26,130,166055,12383140,233.79,234.0,200,154,1,7,233.7,234.07,1200,400,1,1,233.66,234.13,1,430,1,2,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,212,6.185676392572944,-0.0798468852064407
2024-10-21T12:13:25.495754875Z,2024-10-21T12:13:25.495588580Z,10,2,38,A,B,1,233.73,27,130,166295,12383141,233.79,234.0,200,154,1,7,233.73,234.07,27,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,222,6.955613577023499,-0.0897855050244461
2024-10-21T12:13:29.150506254Z,2024-10-21T12:13:29.150340169Z,10,2,38,A,A,3,234.15,30,130,166085,12386039,233.79,234.0,200,154,1,7,233.73,234.07,27,400,1,1,233.7,234.13,1200,430,1,2,233.66,234.15,1,30,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,AAPL,-1778,-16.652737752161382,0.214959392519516
2024-10-21T12:13:29.268802068Z,2024-10-21T12:13:29.268636112Z,10,2,38,C,A,2,234.13,30,130,165956,12386279,233.79,234.0,200,154,1,7,233.73,234.07,27,400,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,30,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,AAPL,-1778,-10.402005850396993,0.134272747932728
2024-10-21T12:13:32.213848825Z,2024-10-21T12:13:32.213682828Z,10,2,38,C,A,1,234.07,400,130,165997,12388761,233.79,234.0,200,154,1,7,233.73,234.13,27,400,1,1,233.7,234.15,1200,30,1,1,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-1987,-10.478576137112723,0.13526114410892567
2024-10-21T12:13:32.213862106Z,2024-10-21T12:13:32.213695191Z,10,2,38,A,A,1,234.09,400,130,166915,12388762,233.79,234.0,200,154,1,7,233.73,234.09,27,400,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,30,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,AAPL,-3987,-15.799725651577504,0.2039484124823442
2024-10-21T12:13:32.278971542Z,2024-10-21T12:13:32.278804796Z,10,2,38,A,B,0,233.8,200,130,166746,12388939,233.8,234.0,200,154,1,7,233.73,234.09,27,400,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,30,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,AAPL,-3987,-13.024851242562129,0.16812935821287564
2024-10-21T12:13:32.362493854Z,2024-10-21T12:13:32.362327800Z,10,2,38,C,A,3,234.15,30,130,166054,12389254,233.8,234.0,200,154,1,7,233.73,234.09,27,400,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,AAPL,-3985,-13.928696260048932,0.17979650740974193
2024-10-21T12:13:32.402038108Z,2024-10-21T12:13:32.401872088Z,10,2,38,C,B,1,233.73,27,130,166020,12389357,233.8,234.0,200,154,1,7,233.7,234.09,1200,400,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-4095,-15.070730304772859,0.19453828429616402
2024-10-21T12:13:32.412797711Z,2024-10-21T12:13:32.412631196Z,10,2,38,A,A,2,234.11,27,130,166515,12389377,233.8,234.0,200,154,1,7,233.7,234.09,1200,400,1,1,233.66,234.11,1,27,1,1,233.58,234.13,505,400,2,1,233.53,234.17,10,1,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,233.31,234.79,110,2000,2,1,AAPL,-6095,-19.179083757519667,0.24757035479419892
2024-10-21T12:13:34.144890619Z,2024-10-21T12:13:34.144724456Z,10,2,38,A,B,0,233.89,100,130,166163,12390756,233.89,234.0,100,154,1,7,233.8,234.09,200,400,1,1,233.7,234.11,1200,27,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,AAPL,-6085,-17.09403043308623,0.2206557535639696
2024-10-21T12:13:34.145338999Z,2024-10-21T12:13:34.145172866Z,10,2,38,C,B,0,233.89,100,130,166133,12390759,233.8,234.0,200,154,1,7,233.7,234.09,1200,400,1,1,233.66,234.11,1,27,1,1,233.58,234.13,505,400,2,1,233.53,234.17,10,1,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,233.31,234.79,110,2000,2,1,AAPL,-6195,-15.772864321608042,0.2036016769930549
2024-10-21T12:13:34.215444342Z,2024-10-21T12:13:34.215278319Z,10,2,38,C,A,2,234.11,27,130,166023,12390798,233.8,234.0,200,154,1,7,233.7,234.09,1200,400,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-6193,-16.474030724213605,0.21265257938534313
2024-10-21T12:13:34.277590859Z,2024-10-21T12:13:34.277424242Z,10,2,38,A,A,1,234.06,200,130,166617,12390835,233.8,234.0,200,154,1,7,233.7,234.06,1200,200,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-6193,-17.16984619446828,0.22163441006193643
2024-10-21T12:13:35.061243869Z,2024-10-21T12:13:35.061077358Z,10,2,38,A,B,0,233.81,200,130,166511,12391575,233.81,234.0,200,154,1,7,233.7,234.06,1200,200,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-6193,-17.855448528929955,0.2304844059916877
2024-10-21T12:13:35.075339842Z,2024-10-21T12:13:35.075174042Z,10,2,38,C,B,0,233.81,200,130,165800,12391728,233.7,234.0,1200,154,1,7,233.66,234.06,1,200,1,1,233.58,234.13,505,400,2,1,233.53,234.17,10,1,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,233.31,234.79,110,2000,2,1,233.3,234.89,100,2,1,2,AAPL,-6293,-18.842543774002475,0.24322617838957175
2024-10-21T12:13:35.075350085Z,2024-10-21T12:13:35.075183720Z,10,2,38,A,B,0,233.74,200,130,166365,12391729,233.74,234.0,200,154,1,7,233.7,234.06,1200,200,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-6183,-19.178287560581584,0.24756007720425044
2024-10-21T12:13:35.077639622Z,2024-10-21T12:13:35.077473825Z,10,2,38,C,A,1,234.06,200,130,165797,12391777,233.74,234.0,200,154,1,7,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,233.39,234.89,10,2,1,2,233.31,235.0,110,213,2,6,AAPL,-5970,-18.894796809722752,0.24390067894214745
2024-10-21T12:13:35.077651330Z,2024-10-21T12:13:35.077485044Z,10,2,38,A,A,1,234.08,200,130,166286,12391778,233.74,234.0,200,154,1,7,233.7,234.08,1200,200,1,1,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,233.39,234.79,10,2000,1,1,233.31,234.89,110,2,2,2,AAPL,-5972,-19.51879321181647,0.251955443841752
